codigo_da_mantenedora,name,cnpj,nome_da_mantenedora,natureza_juridica_da_mantenedora,codigo_da_ies,sigla_da_ies,categoria_administrativa_da_ies,organizacao_academica_da_ies,sistema_de_ensino_da_ies,ies_comunitaria_sn,ies_confessional_sn,ies_filantropica_sn,logradouro,cep,codigo_do_municipio_ibge,municipio,uf,telefone,fax,e_mail,site,representante_legal,conceito_institucional_ci,ano_do_ci,indice_geral_de_cursos_igc,ano_do_igc,ato_de_credenciamento,data_do_ato_de_credenciamento,ato_de_recredenciamento,data_do_ato_de_recredenciamento
2927,FACULDADE DE TECNOLOGIA ASSESSORITEC,07.196.820/0001-40,ASSOCIACAO EDUCACIONAL E TECNOLOGICA DE SANTA CATARINA,Privada sem fins lucrativos,4610,,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA MARQUES DO POMBAL, 287, IRIRIÚ",89227110,4209102,JOINVILLE,SC,(47)3451-0400,,assessoritec@assessoritec.com.br,www.assessoritec.com.br,GUIDO FEUSER,3,2018,3,2018,1.178,6/12/2007,737 de 09/08/2013,12/8/2013
16380,FACULDADE DE TECNOLOGIA AVANÇADA,21.406.450/0001-59,CEGRAN - CENTRO DE GRADUACAO DE ANAPOLIS LTDA,Privada com fins lucrativos,20455,,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA DESEMBARGADOR VICENTE MIGUEL, 56, FACULDADE DE TECNOLOGIA AVANÇADA, JUNDIAÍ",75110230,5201108,ANÁPOLIS,GO,(62) 3943-5353,,walberpinheiro@gmail.com,www.fta.edu.br,ANDREIA MAGALHAES DE OLIVEIRA,3,2016,,,1486 de 20/12/2016,21/12/2016,,
3432,FACULDADE DE TECNOLOGIA BANDEIRANTES,07.165.496/0001-00,EDUCARE TECNOLOGIA DA INFORMACAO LTDA.,Privada com fins lucrativos,10323,BANDTEC,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA ESTELA, 268, VILA MARIANA",4011001,3550308,SÃO PAULO,SP,(11) 23840738,(11) 23840738,secretaria@bandtec.com.br,www.bandtec.com.br,ALESSANDRO RODRIGUES GOULART,4,2014,3,2018,1427 de 21/11/2008,24/11/2008,1325 de 17/11/2016,18/11/2016
2236,FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM,05.605.383/0001-45,FACI - FACULDADE CACHOEIRO DE ITAPEMIRIM LTDA - EPP,Privada com fins lucrativos,3782,FACI,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA AMÂNCIO SILVA, 40, ARARIGUABA",29305470,3201209,CACHOEIRO DE ITAPEMIRIM,ES,(28) 30364883,,diretoria@faci.edu.br,www.faci.edu.br,HUGO DURÃES DOS SANTOS,3,2017,2,2018,75,14/1/2004,,
1152,FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE,54.281.373/0001-07,SOCIEDADE EDUCACIONAL SOIBRA S/S LTDA,Privada com fins lucrativos,1742,CSET DRUMMOND,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA SÃO MIGUEL, 4335, UNIDADE PONTE RASA, PONTE RASA",3620001,3550308,SÃO PAULO,SP,(11) 2942 1488,(11) 2942 1488,fabiula.pimentel@drummond.com.br,www.drummond.com.br,OSMAR BASILIO,4,2017,3,2018,1262,29/6/2001,1254 de 29/09/2017,2/10/2017
2413,FACULDADE DE TECNOLOGIA CENTEC - CARIRI,03.021.597/0001-49,INSTITUTO CENTRO DE ENSINO TECNOLOGICO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,4791,CENTEC,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA AMÁLIA XAVIER DE OLIVEIRA, S/N, TRIÂNGULO",63040000,2307304,JUAZEIRO DO NORTE,CE,88 35664052,88 35664049,fatec_cariri@centec.org.br,www.centec.org.br,SILAS BARROS DE ALENCAR,4,2016,3,2013,468,10/2/2006,203 de 03/02/2017,6/2/2017
2413,FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL,03.021.597/0001-49,INSTITUTO CENTRO DE ENSINO TECNOLOGICO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,4992,FTC SERTÃO CENTRAL,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA GERALDO BIZARRIA, S/N, DISTRITO INDUSTRIAL",63800000,2311405,QUIXERAMOBIM,CE,88 34411320,88 34411320,fatec_sertaocentral@centec.org.br,www.centec.org.br,SILAS BARROS DE ALENCAR,3,2015,3,2018,352,18/3/2008,419 de 27/03/2017,28/3/2017
2366,FACULDADE DE TECNOLOGIA CETEP,05.209.811/0001-10,ASSOCIACAO CETEP DE ENSINO SUPERIOR,Privada sem fins lucrativos,3993,CETEP,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA FRANCISCO TORRES, 768, CENTRO",80060130,4106902,CURITIBA,PR,(41) 3362 1705,(41) 3362 7924,cassiano@cetepensino.com.br,www.cetepensino.com.br,VERONICA RODYCZ VITIUK,3,2011,2,2016,2.953,23/9/2004,,
15700,FACULDADE DE TECNOLOGIA CNA,10.846.584/0001-74,INSTITUTO CNA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,17401,FATECNA,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"SGAN, QUADRA 601, MÓDULO K, BRASÍLIA, S/N, SQN",70930803,5300108,BRASÍLIA,DF,(061)2109-9500,,fernanda.ribeiro@institutocna.org.br,http://www.faculdadecna.com.br/,DANIEL KLUPPEL CARRARA,3,2012,4,2018,1213 de 18/12/2013,19/12/2013,,
12827,FACULDADE DE TECNOLOGIA COESP,41.223.207/0001-02,COESP CENTRO ODONTOLOGICO DE ESTUDOS E PESQUISAS LTDA - EPP,Privada com fins lucrativos,17563,FCOESP,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA ESPERANÇA, 1194, - DE 635/636 A 1415/1416, MANAÍRA",58038281,2507507,JOÃO PESSOA,PB,,,diretoria@coesp.edu.br,www.coesp.edu.br,MARIA SOCORRO PAULINO DE MIRANDA,3,2013,,,891 de 01/09/2015,2/9/2015,,
750,FACULDADE DE TECNOLOGIA DA PARAÍBA,70.118.716/0001-73,SOCIEDADE DE ENSINO SUPERIOR DA PARAIBA SOCIEDADE SIMPLES LTDA,Privada com fins lucrativos,3805,FATECPB,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RODOVIA BR-230, KM 14, ESTRADA DE CABEDELO, MORADA NOVA",58109303,2503209,CABEDELO,PB,(83) 2106 3833,(83) 2106 3833,erika@iesp.edu.br,www.fatecpb.edu.br,MARIA DA GRAÇA DE HOLANDA MARTINS,4,2017,3,2018,270,22/1/2004,1400 de 06/11/2017,7/11/2017
33,FACULDADE DE TECNOLOGIA DE ADAMANTINA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,23459,,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA PARANÁ, 400, JARDIM BRASIL",17800000,3500105,ADAMANTINA,SP,(18)35224181,, f291dir@cps.sp.gov.br,,LAURA MARGARIDA JOSEFINA LAGANA,,,,,63.313,27/5/2018,,
33,FACULDADE DE TECNOLOGIA DE AMERICANA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,35,FATEC-AM,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA EMÍLIO DE MENEZES, S/N, VILA AMORIM",13469111,3501608,AMERICANA,SP,(19)3406-5776/3406-329/3406-5639,(19)3406-5776/3406-329/3406-5639,academica@fatec.edu.br,www.fatec.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,25.850,9/9/1986,230,6/6/2003
12647,FACULDADE DE TECNOLOGIA DE AMPÉRE,09.270.627/0001-37,"INSTITUTO NACIONAL DE ENSINO, PESQUISA, EXTENSAO E CULTURA - INEPEC",Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,13764,FAMPERTEC,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA DOS ANDRADAS, 144, CENTRO",85640000,4101002,AMPÉRE,PR,(46)35473031,,administrativo@famper.com.br,,INÁCIO REICHERT,3,2011,,,722 de 14/07/2015,15/7/2015,,
33,FACULDADE DE TECNOLOGIA DE ARAÇATUBA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15697,FATEC Araçatuba,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA PRESTES MAIA, 1764, - DE 1752 AO FIM - LADO PAR, IPANEMA",16052045,3502804,ARAÇATUBA,SP,1836259914,1836259917,f177dir@cps.sp.gov.br ,www.fatecaracatuba.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,52.639,22/1/2008,,
33,FACULDADE DE TECNOLOGIA DE ARARAQUARA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,22939,FATEC ARQ,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA PRECIDE SCARPINO MARTIM, 126, JARDIM SANTA CLARA (VILA XAVIER)",14811373,3503208,ARARAQUARA,SP,(16) 3339-7841,,f288acad@cps.sp.gov.br,www.fatecararaquara.com.br,LAURA MARGARIDA JOSEFINA LAGANA,,,,,62.679,8/7/2018,,
33,FACULDADE DE TECNOLOGIA DE ARARAS,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,23438,,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA JARBAS LEME DE GODOY, 875, - DE 812 A 1740 - LADO PAR, JARDIM JOSÉ OMETTO II",13606389,3503307,ARARAS,SP,35413004,,f290dir@cps.sp.gov.br,www.fatecararas.com.br,LAURA MARGARIDA JOSEFINA LAGANA,,,,,62.680,8/7/2017,,
33,FACULDADE DE TECNOLOGIA DE ASSIS,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,19863,FATEC Assis,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"UNESP - CAMPUS ASSIS, 2100, UNESP - CAMPUS ASSIS, PARQUE UNIVERSITÁRIO",19806900,3504008,ASSIS,SP,18 3322-3941,,f275acad@cps.sp.gov.br,www.fatecassis.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,60.318,2/4/2014,,
33,FACULDADE DE TECNOLOGIA DE BARUERI,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15757,Fatec Barueri,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA CARLOS CAPRIOTTI, 123, (CENTRO COMERCIAL BARUERI), CENTRO",6401136,3505708,BARUERI,SP,11-41983121/3096/3086/3268,11-41983086,f209dir@cps.sp.gov.br,www.fatecbarueri.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,308/10,1/7/2010,,
33,FACULDADE DE TECNOLOGIA DE BAURU,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15689,FATEC,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA MANOEL BENTO DA CRUZ, 30, QUADRA 3, CENTRO",17015171,3506003,BAURU,SP,14 32232083,14 32232083,op196@centropaulasouza.sp.gov.br,www.fatecbauru.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,98/2010,9/4/2010,,
33,FACULDADE DE TECNOLOGIA DE BOTUCATU,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,4020,FATEC BT,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA JOSÉ ÍTALO BACHI, S/N, JARDIM AEROPORTO",18606855,3507506,BOTUCATU,SP,(14) 38143004,(14) 38143004,danisley.roschel@fatec.sp.gov.br,www.fatecbt.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,39693,16/12/1994,,
33,FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,5633,,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA DAS INDÚSTRIAS, 130, (DISTRITO INDUSTRIAL IV), UBERABA",12926674,3507605,BRAGANÇA PAULISTA,SP,11 40310628,11 40310628,f183acad@cps.sp.gov.br,www.fatecbpaulista.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,53368,2/9/2008,,
33,FACULDADE DE TECNOLOGIA DE CAMPINAS,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,19739,FATEC CAMPINAS,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA CÔNEGO ANTÔNIO ROCATO, KM 3.5, CHÁCARAS CAMPOS DOS AMARAIS",13082015,3509502,CAMPINAS,SP,(19)3216-6474,,f276acad@cps.sp.gov.br,http://www.fateccampinas.com.br/,LAURA MARGARIDA JOSEFINA LAGANA,,,4,2018,60.320,2/4/2014,,
33,FACULDADE DE TECNOLOGIA DE CAPÃO BONITO,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15704,FATEC-CB,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA PÉRICLES DE FREITAS, 296, TERRAS DO IMBIRUÇU",18304750,3510203,CAPÃO BONITO,SP,15 35422654,15 35422634,f174acad@cps.sp.gov.br,www.fateccb.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,,,52.640,22/1/2008,,
33,FACULDADE DE TECNOLOGIA DE CARAPICUIBA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,16395,FATEC,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA FRANCISCO PIGNATARI, 650, VILA GUSTAVO CORREIA",6310390,3510609,CARAPICUÍBA,SP,(11) 4184-8404,,f143dir@cps.sp.gov.br;agerum@gmail.com,www.fateccarapicuiba.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,176/2007,9/5/2007,,
2095,FACULDADE DE TECNOLOGIA DE CATALÃO,05.373.130/0001-93,SOCIEDADE CATALANA DE EDUCACAO S/C LTDA - EPP,Privada com fins lucrativos,4036,FATECA,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA PRESIDENTE MÉDICI, S/N, SANTA CRUZ",75706420,5205109,CATALÃO,GO,(31) 3319-9226,(31) 3319-9226,regulatorio@animaeducacao.com.br,www.una.br,ATILA SIMOES DA CUNHA,3,2010,,,3.647,11/11/2004,1377 de 23/11/2012,26/11/2012
33,FACULDADE DE TECNOLOGIA DE CATANDUVA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,16410,FATEC Catanduva,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA MARANHÃO, 898, CENTRO",15800020,3511102,CATANDUVA,SP,551735247186,,f182acad@cps.sp.gov.br,www.fateccatanduva.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,4,2018,53.369,2/9/2008,,
33,FACULDADE DE TECNOLOGIA DE COTIA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,19578,FATEC COTIA,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA NELSON RAINERI, 700, RECANTO VISTA ALEGRE",6702155,3513009,COTIA,SP,4616-3284,,f270dir@cps.sp.gov.br,http://www.fateccotia.edu.br/,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,60.037,8/1/2014,,
3389,FACULDADE DE TECNOLOGIA DE CRUZEIRO DO OESTE,09.004.386/0001-84,ORGANIZACAO EDUCACIONAL DE CRUZEIRO DO OESTE LTDA,Privada com fins lucrativos,12268,FACO,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA PEABIRU, 1045, CRUZEIRO DO OESTE, CENTRO",87400000,4106605,CRUZEIRO DO OESTE,PR,44 36762236,,jaciarafaco@gmail.com,faco.edu.br,MARCILENE SCHORRO DE OLIVEIRA GIANINI,3,2015,1,2018,418 de 12/04/2011,14/4/2011,1202 de 26/10/2016,28/10/2016
2573,FACULDADE DE TECNOLOGIA DE CURITIBA,04.972.854/0001-90,ESCOLA TECNOLOGICA DE CURITIBA LTDA - EPP,Privada com fins lucrativos,4093,FATEC-PR,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA ITACOLOMI, 450, SEDE, PORTÃO",81070150,4106902,CURITIBA,PR,(41) 3246-7722,(41) 3248-0246,secretaria@fatecpr.edu.br,www.fatecpr.edu.br,JOAO PAULO ALVES DA SILVA,3,2014,4,2018,159,20/1/2005,1207 de 26/10/2016,28/10/2016
33,FACULDADE DE TECNOLOGIA DE DIADEMA LUIGI PAPAIZ,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,18099,FATEC DIADEMA,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA LUIZ MERENDA, 503, CAMPANÁRIO",9931390,3513801,DIADEMA,SP,11 4092-2328,11 4092-2471,f217dir@cps.sp.gov.br,http://www.fatecdiadema.com.br/,LAURA MARGARIDA JOSEFINA LAGANA,,,,,54.728,1/9/2009,,
3335,FACULDADE DE TECNOLOGIA DE ENSINO SUPERIOR - FATEC,03.201.833/0001-09,SOCIEDADE EDUCACIONAL TURANO LTDA,Privada com fins lucrativos,10059,CENTES,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA MONTE PASCOAL, 284, IBITURUNA",39401347,3143302,MONTES CLAROS,MG,(38)32122085 / (38)84010474,(38)32121002,cida@fip-moc.edu.br;madalenafatec@gmail.com;francis@fip-moc.edu.br;,http://www.fatec-moc.edu.br,MARIA DE FÁTIMA TURANO,5,2008,,,367,15/4/2009,,
33,FACULDADE DE TECNOLOGIA DE FERRAZ DE VASCONCELOS,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,23700,,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA CARLOS DE CARVALHO, 200, FATEC FERRAZ DE VASCONCELOS, JARDIM SÃO JOÃO",8545120,3515707,FERRAZ DE VASCONCELOS,SP,4674-2594,,f292dir@cps.sp.gov.br,http://fatecferraz.edu.br/,LAURA MARGARIDA JOSEFINA LAGANA,,,,,63.253,9/3/2018,,
33,FACULDADE DE TECNOLOGIA DE FRANCO DA ROCHA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,23705,,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RODOVIA LUIZ SALOMÃO CHAMA, 41, KM 41, VILA RAMOS",7857050,3516408,FRANCO DA ROCHA,SP,11 4449 2007,,f294dir@cps.sp.gov.br,,LAURA MARGARIDA JOSEFINA LAGANA,,,,,63.294,22/3/2018,,
33,FACULDADE DE TECNOLOGIA DE GARÇA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,4021,FATECGA,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AV. PRESIDENTE VARGAS, 2331, VILA JOSÉ RIBEIRO",17400000,3516705,GARÇA,SP,14-34714723,14-34714723,f119dir@cps.sp.gov.br,www.fatecgarca.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,48433,7/1/2004,,
33,FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,1584,FATEC GT,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA PROFESSOR JOÃO RODRIGUES ALCKIMIN, 1501, JARDIM ESPERANÇA",12517010,3518404,GUARATINGUETÁ,SP,31262643,31262643,diretoria@fatecguaratingueta.edu.br,www.fatecguaratingueta.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,39267,22/9/1994,42,10/10/1994
33,FACULDADE DE TECNOLOGIA DE GUARULHOS,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15752,FATEC GR,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA JOÃO GONÇALVES, 511, CENTRO",7010010,3518800,GUARULHOS,SP,(11) 2229-0392,(11) 2229-0393,f167dir@cps.sp.gov.br,www.fatecguarulhos.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,4,2018,704/2007,12/12/2007,,
15581,FACULDADE DE TECNOLOGIA DE HORIZONTE,11.365.098/0001-05,INSTITUTO LAUDETIS DOMINIS DE ENSINO SUPERIOR LTDA,Privada com fins lucrativos,16964,FATHOR,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA PRESIDENTE CASTELO BRANCO, 6700, MESMA ROD. SANTOS DUMONT, CAJUEIRO DA MALHADA",62880000,2305233,HORIZONTE,CE,(85) 33369750,(85) 33360109,djasaid@uol.com.br,www.fathor@fathor.edu.br,DEOCLECIO JUSTINO AZEVEDO SAID,4,2017,,,1583 de 22/12/2017,26/12/2017,,
33,FACULDADE DE TECNOLOGIA DE INDAIATUBA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,1583,FATEC-ID,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA DOM PEDRO I, 65, CIDADE NOVA I",13334100,3520509,INDAIATUBA,SP,(19) 3885-1923,,diretoria@fatecindaiatuba.edu.br,www.fatecindaiatuba.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,39.326,5/10/1994,,
33,FACULDADE DE TECNOLOGIA DE ITAPETININGA - PROF.ANTÔNIO BELIZANDRO BARBOSA REZENDE,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15693,Fatec - Itapetininga,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA JOÃO VIEIRA CAMARGO, 104, VILA BARTH",18205600,3522307,ITAPETININGA,SP,15-32721165,15-32721165,f131dir@cps.sp.gov.br,www.fatecitapetininga.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,50.574,3/3/2006,,
33,FACULDADE DE TECNOLOGIA DE ITAPIRA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,19864,FATEC Itapira,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA TEREZA LERA PAOLETTI, 590, JARDIM BELA VISTA",13974080,3522604,ITAPIRA,SP,19 3863-5210,19 3843-7537,f278dir@cps.sp.gov.br; daniela.trani@fatec.sp.gov.br,www.fatecitapira.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,,,60.358,11/4/2014,,
33,FACULDADE DE TECNOLOGIA DE ITAQUAQUECETUBA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15639,Fatec Itaqua,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AV. ITAQUAQUECETUBA, 711, VILA MONTE BELO",8500000,3523107,ITAQUAQUECETUBA,SP,(11)46475226,(11)47533221,f155dir@cps.sp.gov.br,www.fatecitaqua.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,,,,
33,FACULDADE DE TECNOLOGIA DE ITAQUERA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,17977,FATEC ITAQUERA,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA MIGUEL IGNÁCIO CURI, S/N, VILA CARMOSINA",8295005,3550308,SÃO PAULO,SP,(011) 2056-4347/4245,,f257dir@cps.sp.gov.br,http://www.fatecitaquera.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,,,57.717,28/12/2011,,
33,FACULDADE DE TECNOLOGIA DE ITATIBA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,22319,Fatec Itatiba,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA DANIEL PEÇANHA DE MORAES, 220, JARDIM SALESSI",13251140,3523404,ITATIBA,SP,11 4524-3221,,f286dir@cps.sp.gov.br,http://www.fatecdeitatiba.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,,,61823/2016,3/2/2016,,
33,FACULDADE DE TECNOLOGIA DE JACAREÍ,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,17952,FATEC Jacareí,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA FARIA LIMA, 155, JARDIM SANTA MARIA",12328070,3524402,JACAREÍ,SP,12 3953 7926,12 3953 7926,f258dir@cps.gov.br,www.fatecjacarei.com.br,LAURA MARGARIDA JOSEFINA LAGANA,,,,,57.767,3/2/2012,,
3082,FACULDADE DE TECNOLOGIA DE JACAREÍ,07.761.676/0001-47,CETEC EDUCACIONAL S.A.,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,778,ETEP,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA SÃO SEBASTIÃO, 25, CENTRO",12308320,3524402,JACAREÍ,SP,(12) 3947 2200,(12) 39472200,eduardo.cordeiro@unicetec.edu.br,www.etep.edu.br,THIAGO RODRIGUES PEGAS,4,2011,3,2018,s/n,24/7/1992,519 de 09/05/2012,10/5/2012
33,FACULDADE DE TECNOLOGIA DE JAHU,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,37,FATEC-JAHU,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA FREI GALVÃO, S/N, JARDIM PEDRO OMETTO",17212599,3525300,JAÚ,SP,14 3622-8280,14 3622-8280,diretoria@fatecjahu.edu.br,www.fatecjahu.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,31255,24/2/1990,,
